id,language,namespace,label,text
294c02e7-6333-4c34-b311-16a7326bf262,en,translation,root.translation.create.menu,Create
78b43336-ef4e-4d9e-8764-83d485b6b53d,en,translation,root.translation.create.form.submit,Create!
631a6acf-52c2-4253-be57-2fd3e92bdbf7,en,translation,common.back.menu,Back
1174cbad-f507-41f6-8756-e3f067f1ca88,en,translation,root.translation.form.cancel,Cancel!
ad468e05-41a4-46ab-99e1-a93062b7b62c,en,translation,root.translation.create.form.namespace.label,Namespace
06afc112-a6c5-4655-b041-d12073b14979,en,translation,root.translation.create.form.text.label,Text
3469510f-b6fa-496d-a610-e9eab89a63f8,en,translation,root.translation.create.title,Create translation
42989347-8545-4632-bda0-80fbded5ad3c,en,translation,root.translation.title,Translation
028b3842-f5be-41ec-acab-18803b842cfd,en,translation,root.sign-out.menu,Sign out!
c0803cd2-eed3-4c45-ac73-7438a68a16b2,en,translation,common.view-item,View
9b88034b-69b5-44f6-bbb2-fd1b48eaa0b7,en,translation,root.header.search.label,Search everywhere!
c234a6dd-78a5-4111-af2b-e97747dca876,en,translation,root.translation.create.form.title,Translation
2a7ea0ec-00c4-4536-b4ae-bd710736d2a0,en,translation,root.translation.create.success,Translation created!
1a787e54-5841-4c55-bd04-409382d2681c,en,translation,root.translation.dashboard.menu,Dashboard
d8c24c30-74c1-4703-9c3c-6885f7a21b62,en,translation,root.translation.list.menu,List
1368916c-68d2-4ddd-a82a-9f70f8b096b1,en,translation,common.edit-item,Edit
f39c0b82-0a3e-4df3-9c50-9782163f31a0,en,translation,common.copy-success,You have copied the UUID in your clipboard!
cb7e7699-1ce4-46ff-89f9-f1c952b34e96,en,translation,common.yes,Yep!
7de884eb-b457-4b88-b1a0-f744e98342f1,en,translation,common.no,Nope!
f3edb535-a26b-493b-90ee-3de57c7d2b5c,en,translation,root.translation.create.form.cancelConfirm,"All changes will be lost, proceed?"
37970dd3-31c5-4f4a-bbcd-b15ea6c1f846,en,translation,root.translation.list.title,Translations
47e43775-3897-412d-acd4-05125aa47a65,en,translation,root.translation.list.table.id.column,UUID
4ecce80e-db40-4a19-a1f3-2423d6ceabba,en,translation,root.translation.list.table.language.column,Language
c37183cc-3fcf-426d-8438-643543f77874,en,translation,root.translation.list.table.namespace.column,Namespace
2d362ebd-edfa-435e-b42c-05bdd46b18a2,en,translation,root.translation.list.table.label.column,Label
3953545f-ff2b-4079-8617-9e522f023795,en,translation,root.translation.edit.form.edit,Edit!
88b07f6e-299c-4467-bf34-b2744409fb9e,en,translation,root.translation.edit.form.title,Translation
290613b3-9b0c-40fd-8cf9-b0743e7e9b79,en,translation,common.warped,You have been warped to target!
32b73c36-ff56-4a4c-a410-000814a88438,en,translation,root.user.dashboard.menu,Dashboard
30c4e60a-b348-4c25-927c-9b85ea7d16e4,en,translation,root.user.create.menu,Create
9e9917ad-1368-4c90-8d02-1bad1c498c73,en,translation,root.user.list.menu,List
8dc90cd1-5d3f-4a94-b6b0-45972edf0df5,en,translation,root.user.list.title,Users
529d370c-031d-43f5-9994-4ca0be29f052,en,translation,root.home.content.title,Welcome to DeRivean Game Server!
3d8c371f-91d2-4cad-874a-469d5b7cab56,en,translation,root.home.title,Server Administration
803d1e8b-21bb-4f79-8e75-9383886de320,en,translation,root.translation.create.list.title,Translations
754ed0bf-ba3d-48ff-bbde-01a0dd685506,en,translation,root.translation.home.menu,Translation
936d0d6a-886a-4e32-955b-6a108e684ec3,en,translation,root.translation.menu,Translations
38cecb43-803b-4c74-a0ec-b9260fd5d211,en,translation,root.sign-out.title,Sign out?
4ad71138-a34e-449b-95e0-b0a46996baf1,en,translation,root.sign-out.subtitle,Do you really want to leave administration?
906615ab-ffb1-4a54-b9cb-ec2099786fda,en,translation,root.translation.create.list.item-0,You can simply change all texts displayed
df4def3e-b318-4782-9b62-f5ef37570d0f,en,translation,root.translation.create.form.text.required,Translation text is required!
a69bceee-5e67-432e-9365-03359ae9e449,en,translation,root.translation.form.language.label,Language
ec584b9f-cbb1-4bb2-89c6-d3a1af393740,en,translation,root.translation.update.success,Translation updated!
becc4469-6f9f-4c9c-a19e-c0529ea8fd5c,en,translation,root.translation.create.error,"Cannot create translation, please check form!"
0096a923-30e5-4528-8513-fa94eb16c07e,en,translation,root.translation.form.title,Translation
94ed8bfa-94a1-430d-807a-d53b53b92911,en,translation,root.statistic.translations,Translations
dd0f7e31-9b7a-482c-a5a0-72b69bc41d54,en,translation,root.statistic.heroes,Heroes
089d27cf-91b3-4643-a59e-d908d2202244,en,translation,root.statistic.users,Users
73f0092a-c284-4f7b-87f9-5ec6fb8072c6,en,translation,root.statistic.kingdoms,Kingdoms
28cd4948-bc56-45b8-82af-182f40d67171,en,translation,root.statistic.buildings,Buildings
b3403ecb-a96c-4779-88b1-942bb3b296ef,en,translation,root.home.content.subtitle,This is the place where all the dark magic happens!
468ad2dd-d1f6-4e4e-9a13-a49ee17b8112,en,translation,root.blog.menu,Blog
582b0c5b-2544-4360-9134-ad2dd00b959e,en,translation,root.blog.dashboard.menu,Dashboard
a60d505c-117f-4713-9d4a-eeed1ce47680,en,translation,root.blog.create.menu,New Post
addcf561-bc18-40ad-befa-d4f1cadafe9f,en,translation,root.blog.list.menu,List
6ccb75be-d1c2-489c-ade0-fa27e8d600f3,en,translation,root.translation.form.text.required,Translation text is required!
843cc6b5-661d-4629-990f-6109cc9b0418,en,translation,root.translation.form.label.required,Translation label is required!
93059476-eb60-4c7d-9bb3-6f40a56ab331,en,translation,root.translation.form.language.required,Language is required!
58b5d44f-37bb-40e9-9862-5ad8f0e1028e,en,translation,public.home.menu,Home
1297f3fb-de2c-4ccc-9ce7-d9b8527f2bc4,en,translation,public.sign-up.menu,Sign up
b78f5ef8-ce70-4f28-b4f3-cd8e0cf767fd,en,translation,public.sign-in.menu,Sign in
e9442a56-695c-48fe-b562-125c41ab05e4,en,translation,public.home.sign-in.title,Sign In!
f496cb9a-3044-4b1d-9052-f550c6bef459,en,translation,public.home.sign-up.title,Sign Up!
9d7634c3-82b6-4584-bfde-5ece801804f4,en,translation,public.home.content.title,Welcome to DeRivean!
1f994818-3a0e-412c-8102-aa6852daaf72,en,translation,public.home.content.subtitle,You're welcome to look around and start playing!
a82a5721-1ba7-4872-b2f9-91225a2b0d55,en,translation,public.home.content.list.title,"DeRivean is simple game, where you will:"
c0ed97cc-5d47-429b-8255-689640478a71,en,translation,public.home.content.list.item-0,Create your own heroes and take them to battle.
eb1a28be-577e-40c7-89ee-d063d55f1975,en,translation,public.home.content.list.item-1,Gain experience in quite different way and build you kingdom.
103e5829-9908-44e9-98d5-56d77577e240,en,translation,public.home.content.list.item-2,"Fight other players, pass stages and become most powerful king over here!"
70baa5b3-59c0-4b35-8c63-3e82c36e9c3a,en,translation,root.user.menu,User
00bf72f6-8b3c-44f5-af11-f5e2d180350f,en,translation,public.sign-up.title,Sign Up!
840e02d3-5ca1-497a-8159-6e39ef83b9f6,en,translation,public.sign-up.content.title,Sign up to join World of DeRivean!
d60f14e1-345d-4b6b-b8f4-17ce36079d34,en,translation,root.translation.edit.menu,Edit
f7a134af-b138-43fc-9732-09a66869faa2,en,translation,public.sign-up.content.subtitle,Just type a few things and start playing!
e820afc8-2a1d-44ed-b371-5dff41e54b77,en,translation,root.home.menu,Home
7acfba31-2f7c-4d6b-ba11-6999676f8fb0,en,translation,root.building.dashboard.menu,Dashboard
5dcd53f3-40da-4553-ab2f-1f09b3ebdda9,en,translation,public.sign-up.content.list.title,"This is a RPG game, where you will:"
aed5047b-e4dc-477e-ae73-e0bceaf501f5,en,translation,public.sign-up.content.list.item-0,Create your own heroes
33fe2b58-9a42-46eb-bde0-966bde785459,en,translation,public.sign-up.content.list.item-1,Build up a Kingdom of Yours
be28952e-6303-4378-a5bc-6176067bcabf,en,translation,public.sign-up.content.list.item-2,"Gain resources, XP, level up Heroes, merge them"
da8446cd-2547-4f1b-babf-a9db11d21402,en,translation,public.sign-up.content.list.item-3,Fight for becoming the greatest King over here
811f10d8-f3ca-467e-90f4-ab7e4e876c1e,en,translation,public.sign-up.content.list.item-4,...and a lot more awaits for you!
aa1edd79-4200-45d9-8867-3c57d7fc5d94,en,translation,public.sign-up.content.form.title,Registration
2166e7e5-c871-4db9-a978-169f3f62742b,en,translation,public.sign-up.form.name.label,Name
fcdaf91e-8d65-47f2-b2c6-5e9aad63f3d2,en,translation,public.sign-up.form.login.label,Login
8514bb8e-db07-47e4-8bb9-faf3a622c077,en,translation,public.sign-up.form.password.label,Password
731934d7-d920-4f14-9a40-9d70e26a9d63,en,translation,public.sign-up.form.name.required,Please choose some name representing you!
675784f7-bbb8-4d71-8eb2-009f850c3d4b,en,translation,public.sign-up.form.login.required,Please choose some login - for example your nick or email address.
beed3f4f-3da1-4d7a-a778-9509b35d01c8,en,translation,public.sign-up.form.password.required,"We still need everlasting passwords, so please pick some."
428d495d-428e-4063-8a19-9465bd36afa9,en,translation,public.sign-up.form.submit.label,Sign Up!
d30b8b37-4a6d-4d54-82a0-4e90af74c137,en,translation,public.sign-in.title,Sign In!
bbf5567f-a6e2-4fab-87da-8f7448afa8e1,en,translation,public.sign-in.content.title,"Welcome back, brave Hero!"
106c57d0-0851-4a17-ba36-55ff09b7feb0,en,translation,public.sign-in.content.subtitle,"Login and look around, what's new!"
cd6738d3-06b3-43b1-ad8e-a20a4920f1d5,en,translation,public.sign-in.content.form.title,Open a magic gate by your password!
7f90ebc4-153b-4abd-9c5d-36a455b40232,en,translation,public.sign-in.form.login.label,Login
9ab9e5e1-1f14-4daf-8b08-153ba49cca4b,en,translation,public.sign-in.form.password.label,Password
7d822106-5225-4b45-ad49-19bbd5666d58,en,translation,public.sign-in.form.login.required,We cannot make login request without... login!
86657bce-48a0-407d-8d39-a69c7f56c4f1,en,translation,public.sign-in.form.password.required,"Please, give us your deepest secret!"
20cd9be2-b326-4d5f-a310-af4abb0aa02f,en,translation,public.sign-in.form.submit.label,Login!
e0823272-f58e-4049-8268-ae6a2452e64c,en,translation,public.sign-in.content.list.title,"Check, what's new in your Kingdom"
5272d385-d8ca-4695-a969-5d6b410ac24b,en,translation,public.sign-in.content.list.item-0,Don't forget to claim your resources
3ca234a6-4925-4571-a9ea-951a14656b08,en,translation,public.sign-in.content.list.item-1,Look for some new battles
269b4d27-7ea8-465e-beb1-a90773098f19,en,translation,public.sign-in.content.list.item-2,See Store for new equipment
e5bd334e-86eb-4bf7-951a-48a4d27a3444,en,translation,public.sign-in.content.list.item-3,Level up your Heroes and Buddies
7244b790-31ca-4402-8483-a976998dd8ac,en,translation,root.sign-out.button.sign-out,Leave!
c060653e-3aa8-4ddf-a6fe-b27d91636b8e,en,translation,root.sign-out.button.back,Return!
739b7ccc-f799-4ada-912e-862210cda6e9,en,translation,root.home.content.loader.title,Fetching server health status
ffd8c858-1ea3-4e02-afa7-2fa0d392f1d7,en,translation,root.sign-in.succeed.title,Welcome back to the Root!
